Nh10%(2015)%A woman, stacked against all odds, manages to not just stick it out but indeed give it back.%115 mins.%7.2%Crime-Drama-Mystery-Thriller%Navdeep Singh%Navdeep Singh-Anushka Sharma-Ravi Beniwal-Siddharth Bharadwaj
Gabbar is Back%(2015)%A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.%128 mins.%8.3%Action-Crime-Drama%Radha Krishna Jagarlamudi%Radha Krishna Jagarlamudi-Kareena Kapoor-Akshay Kumar-Shruti K. Haasan
3 Idiots%(2009)%Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them "idiots".%170 mins.%8.5%Comedy-Drama%Rajkumar Hirani%Rajkumar Hirani-Aamir Khan-Madhavan-Mona Singh
Mr. X%(2015)%After gaining the power of invisibility; a man becomes a vigilante, in order to take revenge on those who have wronged him.%133 mins.%4.3%Sci-Fi-Thriller%Vikram Bhatt%Vikram Bhatt-Tanmay Bhat-Gurmeet Choudhary-Amyra Dastur
PK%(2014)%A stranger in the city asks questions no one has asked before. Known only by his initials, P.K.'s innocent questions and childlike curiosity will take him on a journey of love, laughter and letting-go.%153 mins.%8.4%Comedy-Drama-Mystery-Romance-Sci-Fi%Rajkumar Hirani%Rajkumar Hirani-Aamir Khan-Anushka Sharma-Sanjay Dutt
Queen%(2014)%A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.%146 mins.%8.5%Adventure-Comedy-Drama%Vikas Bahl%Vikas Bahl-Kangana Ranaut-Rajkummar Rao-Lisa Haydon
Dhoom: 3%(2013)%To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case.%172 mins.%5.5%Action-Crime-Thriller%Vijay Krishna Acharya%Vijay Krishna Acharya-Aamir Khan-Katrina Kaif-Abhishek Bachchan
Happy New Year%(2014)%A team of losers win the love of millions in their quest to pull off the biggest diamond heist ever by team India.%180 mins.%5.7%Action-Comedy-Crime-Drama-Musical-Romance%Farah Khan%Farah Khan-Shah Rukh Khan-Deepika Padukone-Abhishek Bachchan
Haider%(2014)%A young man returns to Kashmir after his father's disappearance to confront uncle - the man who had a role in his father's fate.%160 mins.%8.5%Crime-Drama-Romance-Thriller%Vishal Bhardwaj%Vishal Bhardwaj-Shahid Kapoor-Tabu-Shraddha Kapoor
My Name Is Khan%(2010)%An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President seriously, and embarks on a cross-country journey.%165 mins.%8.0%Drama-Romance-Thriller%Karan Johar%Karan Johar-Shah Rukh Khan-Kajol-Sheetal Menon
The Lunchbox%(2013)%A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.%104 mins.%7.8%Drama-Romance%Ritesh Batra%Ritesh Batra-Irrfan Khan-Nimrat Kaur-Nawazuddin Siddiqui
Bang Bang%(2014)%A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.%153 mins.%5.5%Action-Adventure-Comedy-Romance-Thriller%Siddharth Anand%Siddharth Anand-Hrithik Roshan-Katrina Kaif-Pavan Malhotra
Baby%(2015)%An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.%159 mins.%8.4%Action-Crime-Thriller%Neeraj Pandey%Neeraj Pandey-Akshay Kumar-Danny Denzongpa-Kay Kay Menon
Lagaan: Once Upon a Time in India%(2001)%The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers...%224 mins.%8.2%Adventure-Drama-Musical-Romance-Sport%Ashutosh Gowariker%Ashutosh Gowariker-Aamir Khan-Gracy Singh-Rachel Shelley
Yeh Jawaani Hai Deewani%(2013)%Yeh Jawaani Hai Deewani is the story of the relationship between two characters, Bunny (Ranbir Kapoor) & Naina (Deepika Padukone)...%160 mins.%6.8%Drama-Musical-Romance%Ayan Mukherjee%Ayan Mukherjee-Ranbir Kapoor-Deepika Padukone-Aditya Roy Kapoor
Ghajini%(2008)%A short-term memory loss patient sets on his journey to avenge the death of his beloved girl.%183 mins.%7.3%Action-Drama-Mystery-Romance-Thriller%A.R. Murugadoss%A.R. Murugadoss-Aamir Khan-Asin-Jiah Khan
Detective Byomkesh Bakshy!%(2015)%The origin story of famous Bengali sleuth Byomkesh Bakshi created by Saradindu Bandopadhyay.%139 mins.%8.2%Mystery-Thriller%Dibakar Banerjee%Dibakar Banerjee-Sushant Singh Rajput-Anand Tiwari-Divya Menon
Alone%(2015)%Conjoined at birth, Anjana and Sanjana were twin sisters who lived by one promise made to each other - 'We will always be together...%133 mins.%3.6%Horror%Bhushan Patel%Bhushan Patel-Bipasha Basu-Karan Singh Grover-Sulabha Arya
Badlapur%(2015)%After his family is killed during a bank robbery, a man tries to avenge their death.%134 mins.%7.7%Crime-Drama-Thriller%Sriram Raghavan%Sriram Raghavan-Nawazuddin Siddiqui-Varun Dhawan-Radhika Apte
Like Stars on Earth%(2007)%An eight year old boy is thought to be lazy and a troublemaker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.%165 mins.%8.5%Drama-Family%Aamir Khan%Aamir Khan-Darsheel Safary-Aamir Khan-Tanay Chheda
Zindagi Na Milegi Dobara%(2011)%Three friends decide to turn their fantasy vacation into reality after one of their number becomes engaged.%155 mins.%8.1%Adventure-Comedy-Drama-Family-Romance%Zoya Akhtar%Zoya Akhtar-Katrina Kaif-Hrithik Roshan-Kalki Koechlin
Gangs of Wasseypur%(2012)%A clash between Sultan (a Qureishi dacoit chief) and Shahid Khan (a Pathan who impersonates him) leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.%320 mins.%8.4%Action-Crime-Drama-Thriller%Anurag Kashyap%Anurag Kashyap-Manoj Bajpayee-Richa Chadda-Nawazuddin Siddiqui
A Wednesday%(2008)%A retiring police officer reminiscences about the most astounding day of his career, a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.%104 mins.%8.4%Crime-Drama-Mystery-Thriller%Neeraj Pandey%Neeraj Pandey-Anupam Kher-Naseeruddin Shah-Jimmy Shergill
Roy%(2015)%Kabir Grewal, a Casanovic film maker and screenwriter is making multiple films (GUNS Trilogy) based on a thief's life and robberies...%146 mins.%2.9%Action-Drama-Romance%Vikramjit Singh%Vikramjit Singh-Ranbir Kapoor-Jacqueline Fernandez-Arjun Rampal
Shamitabh%(2015)%A mute, aspiring actor joins forces with a man who has a powerful voice. Together they take the film industry by storm, but will their egos get in the way?%155 mins.%7.1%Comedy-Drama-Thriller%R. Balki%R. Balki-Amitabh Bachchan-Dhanush-Akshara
Dil Chahta Hai%(2001)%Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.%183 mins.%8.3%Comedy-Drama%Farhan Akhtar%Farhan Akhtar-Aamir Khan-Saif Ali Khan-Akshaye Khanna
Ek Paheli Leela%(2015)%Sunny takes revenge on her lover's murderers.%145 mins.%4.2%Mystery-Romance-Thriller%Bobby Khan%Bobby Khan-Mohit Ahlawat-Nausheen Ahmed-Jas Arora
Gunday%(2014)%Two childhood friends travel from Bangladesh to Calcutta during the turbulent 1970s, becoming criminal superstars who both fall for a cabaret dancer.%152 mins.%1.9%Action-Crime-Drama-Romance-Thriller%Ali Abbas Zafar%Ali Abbas Zafar-Ranveer Singh-Arjun Kapoor-Priyanka Chopra
Barfi!%(2012)%Three young people learn that love can neither be defined nor contained by society's norms of normal and abnormal.%151 mins.%8.3%Adventure-Comedy-Drama-Romance%Anurag Basu%Anurag Basu-Ranbir Kapoor-Priyanka Chopra-Ileana
